Feature,Score
TOTUSJH_MIN,1
TOTUSJH_MAX,1
TOTUSJH_STDDEV,1
TOTUSJH_SKEW,1
TOTUSJH_KURTOSIS,1
TOTBSQ_MIN,1
TOTBSQ_MEAN,1
TOTBSQ_MEDIAN,1
TOTBSQ_KURTOSIS,1
TOTPOT_MIN,1
TOTPOT_MEAN,1
TOTPOT_MEDIAN,1
TOTPOT_MAX,1
TOTPOT_STDDEV,1
TOTPOT_SKEW,1
TOTPOT_KURTOSIS,1
TOTUSJZ_MIN,1
TOTUSJZ_MEAN,1
TOTUSJZ_MEDIAN,1
TOTUSJH_MEAN,3
TOTBSQ_SKEW,7
TOTBSQ_STDDEV,10
TOTBSQ_MAX,15
TOTUSJH_MEDIAN,21
